Player,Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
Qinwen Zheng,2025 Roland Garros QF,L vsSabalenka,32.5%,40.3%,34.0%,45.5%,54.5%,33.3%,68.2%,63.6%,0.0%,17.9%,25.0%,34.8%,0.0%,70.0%,80.0%,56
Qinwen Zheng,2025 Rome QF,W vsSabalenka,25.4%,46.0%,61.4%,32.4%,58.8%,73.9%,60.0%,47.4%,33.3%,19.2%,34.6%,47.6%,7.1%,66.7%,0.0%,21
Qinwen Zheng,2025 Rome R16,W vsAndreescu,12.3%,26.3%,63.4%,14.8%,33.3%,73.9%,41.7%,20.0%,0.0%,14.3%,28.6%,50.0%,0.0%,45.5%,0.0%,-4
Qinwen Zheng,2025 Madrid R64,L vsPotapova,12.9%,27.4%,42.3%,22.2%,40.7%,42.9%,69.2%,64.3%,100.0%,6.1%,18.2%,41.9%,11.1%,60.0%,33.3%,-53
Qinwen Zheng,2025 Charleston R32,W vsSakkari,30.2%,43.4%,54.3%,37.5%,56.3%,80.0%,29.4%,26.7%,50.0%,21.1%,26.3%,20.0%,11.1%,10.0%,-,11
Qinwen Zheng,2025 Miami QF,L vsSabalenka,18.2%,27.3%,28.0%,29.0%,48.4%,50.0%,56.3%,40.0%,80.0%,9.7%,9.7%,10.7%,33.3%,12.5%,0.0%,-20
Qinwen Zheng,2025 Indian Wells QF,L vsSwiatek,20.3%,25.4%,34.1%,26.5%,29.4%,36.0%,58.8%,35.3%,0.0%,13.6%,22.7%,31.6%,28.6%,60.0%,50.0%,19
Qinwen Zheng,2025 Indian Wells R16,W vsKostyuk,21.8%,25.5%,52.4%,25.8%,32.3%,56.5%,52.9%,35.7%,-,17.4%,17.4%,47.4%,11.1%,42.9%,66.7%,-54
Qinwen Zheng,2025 Indian Wells R64,W vsAzarenka,23.7%,33.9%,56.1%,30.3%,42.4%,56.5%,35.7%,26.3%,0.0%,18.2%,27.3%,55.6%,0.0%,45.5%,0.0%,58
Qinwen Zheng,2025 Australian Open R64,L vsSiegemund,32.9%,36.7%,38.0%,40.9%,45.5%,38.5%,43.8%,32.1%,50.0%,25.0%,28.1%,37.5%,17.6%,40.0%,50.0%,0
Qinwen Zheng,2025 Australian Open R128,W vsTodoni,41.2%,52.9%,51.4%,51.2%,63.4%,65.0%,52.9%,54.2%,100.0%,29.2%,41.7%,35.3%,30.0%,64.3%,66.7%,30
Qinwen Zheng,2024 Riyadh Finals F,L vsGauff,21.2%,28.8%,41.3%,30.6%,38.9%,46.0%,68.6%,43.2%,40.0%,6.7%,13.3%,35.7%,35.3%,82.1%,60.0%,-78
Qinwen Zheng,2024 Riyadh Finals SF,W vsKrejcikova,33.8%,47.9%,51.2%,42.5%,60.0%,60.9%,45.0%,45.0%,-,25.9%,37.0%,40.0%,23.1%,50.0%,50.0%,52
Qinwen Zheng,2024 Riyadh Finals RR,L vsSabalenka,38.2%,40.0%,50.0%,60.7%,60.7%,54.5%,50.0%,60.0%,-,17.4%,21.7%,47.4%,33.3%,52.9%,33.3%,52
Qinwen Zheng,2024 Riyadh Finals RR,W vsRybakina,38.6%,48.9%,49.0%,54.0%,66.0%,56.5%,68.0%,20.0%,33.3%,21.2%,30.3%,42.3%,14.3%,47.4%,0.0%,55
Qinwen Zheng,2024 Riyadh Finals RR,W vsPaolini,46.8%,57.4%,40.0%,66.7%,70.0%,30.0%,66.7%,55.6%,100.0%,11.8%,35.3%,46.7%,0.0%,28.6%,-,-104
Qinwen Zheng,2024 Tokyo F,W vsKenin,49.3%,58.0%,54.5%,75.6%,82.9%,70.0%,56.3%,60.0%,0.0%,11.5%,23.1%,47.8%,18.2%,53.3%,-,-18
Qinwen Zheng,2024 Tokyo SF,W vsShnaider,26.8%,38.0%,51.0%,45.9%,59.5%,60.0%,64.7%,50.0%,-,6.1%,15.2%,45.2%,66.7%,23.8%,33.3%,-68
Qinwen Zheng,2024 Tokyo R16,W vsUchijima,32.1%,49.1%,57.6%,42.9%,67.9%,75.0%,57.1%,64.3%,100.0%,22.7%,31.8%,41.2%,25.0%,42.9%,-,41
Qinwen Zheng,2024 Wuhan F,L vsSabalenka,25.8%,36.1%,39.1%,42.5%,65.0%,56.5%,44.4%,54.5%,100.0%,16.3%,18.4%,29.3%,34.6%,65.2%,100.0%,43
Qinwen Zheng,2024 Wuhan SF,W vsWang,40.3%,50.0%,38.7%,54.5%,69.7%,46.7%,57.1%,47.4%,100.0%,30.4%,34.8%,31.3%,33.3%,54.5%,100.0%,146
Qinwen Zheng,2024 Beijing SF,L vsMuchova,19.7%,41.0%,57.1%,24.2%,57.6%,68.0%,68.8%,58.8%,50.0%,19.0%,28.6%,41.2%,30.0%,36.4%,-,46
Qinwen Zheng,2024 Beijing QF,W vsAndreeva,23.3%,31.4%,41.4%,40.0%,52.5%,58.3%,36.8%,33.3%,66.7%,10.5%,15.8%,29.4%,11.8%,38.1%,0.0%,-19
Qinwen Zheng,2024 US Open QF,L vsSabalenka,34.9%,41.9%,28.0%,52.6%,68.4%,44.4%,57.1%,58.3%,0.0%,23.8%,23.8%,18.8%,10.0%,63.6%,60.0%,47
Qinwen Zheng,2024 US Open R16,W vsVekic,29.4%,39.4%,53.5%,38.1%,54.0%,69.2%,42.3%,35.1%,50.0%,20.0%,22.5%,34.4%,15.0%,60.0%,0.0%,53
Qinwen Zheng,2024 US Open R32,W vsNiemeier,42.9%,44.9%,44.0%,60.0%,60.0%,60.0%,58.3%,76.9%,-,28.6%,33.3%,33.3%,12.5%,46.2%,0.0%,47
Qinwen Zheng,2024 US Open R64,W vsAndreeva,43.0%,49.4%,50.0%,57.8%,66.7%,57.9%,41.2%,50.0%,50.0%,27.6%,31.0%,42.9%,41.7%,29.4%,100.0%,73
Qinwen Zheng,2024 US Open R128,W vsAnisimova,36.7%,42.2%,36.4%,51.1%,57.8%,45.5%,45.5%,52.2%,40.0%,23.3%,27.9%,30.3%,25.0%,43.5%,50.0%,-50
Qinwen Zheng,2024 Paris Olympics F,W vsVekic,24.6%,34.4%,55.8%,37.0%,51.9%,58.8%,37.5%,45.5%,0.0%,16.1%,22.6%,53.8%,18.2%,30.0%,50.0%,3
Qinwen Zheng,2024 Paris Olympics SF,W vsSwiatek,27.4%,38.7%,40.5%,36.1%,55.6%,43.5%,58.8%,68.4%,66.7%,17.4%,17.4%,36.8%,27.3%,41.7%,100.0%,35
Qinwen Zheng,2024 Paris Olympics QF,W vsKerber,21.6%,31.4%,53.9%,33.3%,45.8%,65.6%,57.9%,37.9%,0.0%,12.0%,20.0%,45.5%,30.0%,13.3%,0.0%,-14
Qinwen Zheng,2024 Paris Olympics R16,W vsNavarro,28.8%,42.3%,42.6%,36.2%,53.4%,48.6%,48.1%,51.6%,60.0%,22.5%,32.5%,35.5%,28.6%,53.8%,100.0%,53
Qinwen Zheng,2024 Paris Olympics R32,W vsRus,23.6%,25.5%,60.5%,37.0%,37.0%,58.8%,28.6%,46.2%,100.0%,12.5%,16.7%,61.9%,37.5%,0.0%,-,5
Qinwen Zheng,2024 Paris Olympics R64,W vsErrani,18.4%,42.1%,64.5%,23.5%,47.1%,69.2%,37.5%,66.7%,100.0%,14.3%,38.1%,61.1%,22.2%,66.7%,50.0%,-104
Qinwen Zheng,2024 Palermo F,W vsMuchova,20.5%,31.8%,47.8%,26.4%,41.5%,48.7%,60.0%,47.8%,33.3%,12.5%,18.8%,46.4%,27.3%,66.7%,-,0
Qinwen Zheng,2024 Wimbledon R128,L vsSun,39.5%,50.6%,41.5%,52.4%,64.3%,50.0%,43.5%,36.8%,50.0%,32.3%,45.2%,33.3%,38.5%,44.4%,0.0%,143
Qinwen Zheng,2024 Roland Garros R128,W vsCornet,29.5%,38.6%,48.4%,38.5%,50.0%,68.8%,46.2%,23.1%,0.0%,16.7%,22.2%,26.7%,14.3%,45.5%,0.0%,-104
Qinwen Zheng,2024 Rome R32,W vsNoskova,39.4%,47.9%,40.5%,58.6%,72.4%,58.3%,61.5%,62.5%,50.0%,30.6%,36.1%,32.0%,35.3%,73.7%,-,43
Qinwen Zheng,2024 Stuttgart R16,L vsKostyuk,25.0%,32.1%,48.1%,34.0%,49.1%,60.0%,48.3%,29.2%,50.0%,19.2%,19.2%,38.1%,19.0%,41.9%,60.0%,39
Qinwen Zheng,2024 Stuttgart R32,W vsCirstea,22.4%,34.7%,48.6%,28.6%,46.4%,50.0%,53.8%,53.3%,100.0%,15.0%,20.0%,47.1%,12.5%,83.3%,100.0%,-104
Qinwen Zheng,2024 Indian Wells R64,L vsYuan,29.0%,34.8%,34.9%,42.4%,54.5%,36.8%,66.7%,53.3%,50.0%,20.0%,20.0%,33.3%,35.7%,75.0%,50.0%,73
Qinwen Zheng,2024 Dubai QF,L vsSwiatek,26.1%,37.0%,42.4%,31.8%,50.0%,66.7%,41.7%,50.0%,0.0%,21.7%,26.1%,22.2%,37.5%,33.3%,100.0%,-54
Qinwen Zheng,2024 Australian Open F,L vsSabalenka,31.4%,43.1%,44.8%,44.4%,66.7%,53.3%,78.6%,53.8%,0.0%,22.2%,22.2%,35.7%,14.3%,45.5%,50.0%,73
Qinwen Zheng,2024 Australian Open SF,W vsYastremska,44.8%,49.3%,38.2%,54.1%,59.5%,47.1%,44.4%,36.8%,20.0%,37.0%,40.7%,29.4%,41.7%,46.7%,33.3%,17
Qinwen Zheng,2024 Australian Open QF,W vsKalinskaya,32.1%,44.4%,54.7%,46.7%,64.4%,62.5%,42.9%,45.8%,0.0%,14.7%,20.6%,48.3%,41.7%,31.8%,-,-37
Qinwen Zheng,2024 Australian Open R16,W vsDodin,36.0%,46.0%,48.3%,59.1%,77.3%,66.7%,45.5%,45.5%,0.0%,20.0%,24.0%,40.0%,9.1%,42.9%,-,25
Qinwen Zheng,2024 Australian Open R32,W vsWang,33.3%,40.9%,53.7%,48.0%,58.0%,61.5%,59.1%,46.4%,-,20.0%,25.7%,46.4%,35.7%,66.7%,50.0%,69
Qinwen Zheng,2024 Australian Open R64,W vsBoulter,29.6%,42.3%,47.6%,38.5%,59.0%,62.5%,57.1%,55.6%,75.0%,25.0%,29.2%,27.8%,25.0%,56.3%,66.7%,97
Qinwen Zheng,2024 Australian Open R128,W vsKrueger,32.7%,40.6%,47.4%,40.7%,55.6%,59.4%,66.7%,40.0%,50.0%,30.6%,30.6%,32.0%,30.0%,81.3%,50.0%,150
Qinwen Zheng,2024 United Cup QF,L vsSwiatek,14.0%,26.3%,40.0%,18.5%,44.4%,59.1%,69.2%,42.9%,60.0%,14.3%,14.3%,16.7%,18.2%,50.0%,0.0%,-4
Qinwen Zheng,2024 United Cup RR,W vsDanilovic,28.3%,35.0%,52.4%,41.2%,50.0%,50.0%,60.0%,42.1%,-,12.0%,16.0%,54.5%,54.5%,42.9%,33.3%,-57
Qinwen Zheng,2024 United Cup RR,W vsVondrousova,28.1%,37.5%,50.0%,37.9%,48.3%,61.1%,46.7%,35.7%,0.0%,22.6%,32.3%,41.7%,62.5%,33.3%,-,34
Qinwen Zheng,2023 Zhuhai F,L vsHaddad Maia,28.9%,37.1%,41.3%,40.9%,54.5%,50.0%,35.0%,20.8%,0.0%,21.3%,25.5%,35.1%,31.3%,54.8%,50.0%,33
Qinwen Zheng,2023 Zhuhai SF,W vsZhu,28.2%,31.8%,43.2%,43.3%,50.0%,52.9%,66.7%,44.4%,28.6%,11.1%,11.1%,35.0%,31.6%,57.7%,75.0%,-5
Qinwen Zheng,2023 Zhengzhou F,W vsKrejcikova,36.0%,46.7%,34.9%,51.1%,66.7%,45.5%,54.5%,43.5%,20.0%,16.0%,20.0%,23.8%,18.2%,57.1%,100.0%,35
Qinwen Zheng,2023 Beijing R64,L vsRybakina,18.4%,28.9%,40.0%,28.6%,42.9%,46.7%,55.6%,41.7%,50.0%,9.1%,18.2%,30.0%,20.0%,83.3%,0.0%,-51
Qinwen Zheng,2023 US Open QF,L vsSabalenka,28.3%,32.6%,40.6%,52.6%,52.6%,22.2%,54.5%,75.0%,100.0%,11.5%,19.2%,47.8%,40.0%,31.3%,66.7%,-59
Qinwen Zheng,2023 US Open R16,W vsJabeur,27.7%,34.0%,57.1%,42.1%,52.6%,45.5%,33.3%,30.0%,0.0%,22.7%,27.3%,64.7%,30.0%,75.0%,50.0%,87
Qinwen Zheng,2023 Cincinnati R16,L vsSwiatek,21.8%,25.6%,29.6%,32.1%,35.7%,26.3%,66.7%,46.2%,50.0%,18.6%,23.3%,31.4%,25.0%,65.2%,100.0%,65
Qinwen Zheng,2023 Palermo F,W vsPaolini,17.9%,27.4%,56.5%,27.5%,37.5%,55.2%,42.1%,66.7%,50.0%,10.8%,21.6%,57.6%,26.7%,59.1%,25.0%,-14
Qinwen Zheng,2023 Palermo SF,W vsSherif,14.6%,37.5%,57.3%,23.9%,54.3%,62.9%,57.1%,32.0%,50.0%,7.0%,25.6%,52.5%,21.7%,55.0%,0.0%,-50
Qinwen Zheng,2023 Palermo QF,W vsNavarro,47.2%,60.4%,58.3%,48.5%,66.7%,70.6%,55.6%,40.0%,100.0%,56.3%,62.5%,28.6%,40.0%,63.6%,0.0%,137
Qinwen Zheng,2023 Palermo R16,W vsParry,21.4%,40.8%,56.6%,30.8%,51.9%,61.1%,50.0%,64.3%,75.0%,13.0%,32.6%,52.5%,20.0%,30.8%,0.0%,14
Qinwen Zheng,2023 Palermo R32,W vsErrani,22.0%,39.0%,58.6%,24.0%,40.0%,68.4%,53.8%,33.3%,0.0%,23.1%,46.2%,40.0%,0.0%,75.0%,-,57
Qinwen Zheng,2023 Roland Garros R64,L vsPutintseva,13.8%,28.7%,45.1%,23.1%,43.6%,53.3%,76.5%,63.6%,50.0%,6.8%,18.2%,39.0%,33.3%,82.6%,80.0%,-47
Qinwen Zheng,2023 Roland Garros R128,W vsZidansek,26.9%,38.5%,51.6%,39.1%,56.5%,57.1%,54.5%,66.7%,-,22.7%,31.8%,47.1%,40.0%,83.3%,-,80
Qinwen Zheng,2023 Rome QF,L vsKudermetova,23.3%,30.0%,46.9%,37.0%,50.0%,55.2%,63.2%,48.1%,50.0%,10.3%,10.3%,40.0%,11.1%,66.7%,100.0%,-14
Qinwen Zheng,2023 Stuttgart R16,L vsSwiatek,23.1%,32.7%,37.8%,40.0%,52.0%,33.3%,50.0%,44.4%,33.3%,8.3%,16.7%,40.9%,33.3%,46.7%,66.7%,-33
Qinwen Zheng,2023 Miami R16,L vsPotapova,35.4%,43.1%,40.0%,48.6%,57.1%,44.4%,47.1%,38.9%,0.0%,21.4%,28.6%,36.4%,46.2%,60.0%,50.0%,-23
Qinwen Zheng,2023 Miami R32,W vsSamsonova,40.2%,47.1%,45.5%,58.1%,64.5%,46.2%,45.8%,52.6%,25.0%,14.7%,23.5%,44.8%,35.3%,64.7%,33.3%,25
Qinwen Zheng,2022 San Diego R16,L vsSwiatek,27.1%,36.5%,48.4%,32.1%,47.2%,58.3%,66.7%,55.2%,66.7%,25.7%,28.6%,34.6%,38.9%,52.9%,50.0%,120
Qinwen Zheng,2022 Tokyo F,L vsSamsonova,38.8%,47.5%,41.9%,59.1%,70.5%,44.4%,70.6%,29.6%,50.0%,16.7%,23.3%,40.0%,20.0%,26.7%,50.0%,41
Qinwen Zheng,2022 Tokyo QF,W vsLiu,36.2%,46.4%,46.3%,46.2%,64.1%,66.7%,47.1%,59.1%,0.0%,25.9%,25.9%,25.0%,42.9%,38.5%,100.0%,17
Qinwen Zheng,2022 Tokyo R16,W vsBadosa,31.4%,43.1%,58.1%,42.4%,60.6%,68.4%,60.0%,61.1%,100.0%,14.3%,14.3%,41.7%,16.7%,37.5%,-,9
Qinwen Zheng,2022 Toronto R16,W vsAndreescu,31.3%,37.5%,50.8%,50.0%,59.5%,47.6%,45.5%,30.0%,33.3%,19.1%,23.4%,52.6%,31.6%,39.3%,25.0%,52
Qinwen Zheng,2022 Wimbledon R32,L vsRybakina,33.8%,45.9%,46.2%,60.6%,75.8%,46.2%,50.0%,26.7%,-,16.1%,29.0%,46.2%,41.7%,57.9%,100.0%,22
Qinwen Zheng,2022 Eastbourne R64,L vsFrech,16.4%,27.9%,39.1%,30.0%,53.3%,52.4%,41.2%,46.2%,20.0%,3.8%,3.8%,28.0%,36.4%,20.0%,28.6%,-81
Qinwen Zheng,2022 Roland Garros R16,L vsSwiatek,23.9%,30.4%,32.3%,34.7%,44.9%,40.6%,41.7%,32.0%,0.0%,13.2%,15.8%,24.2%,27.8%,30.0%,60.0%,15
Qinwen Zheng,2022 Roland Garros R64,W vsHalep,21.6%,32.4%,52.7%,40.5%,59.5%,77.3%,55.6%,52.6%,100.0%,2.9%,5.9%,36.4%,38.5%,42.9%,50.0%,-87
Qinwen Zheng,2022 Madrid R64,L vsMuchova,19.1%,28.7%,50.7%,21.4%,32.1%,54.5%,34.8%,51.5%,100.0%,18.2%,27.3%,44.4%,20.0%,44.4%,0.0%,27
Qinwen Zheng,2022 Indian Wells R64,L vsKerber,12.8%,27.7%,46.5%,14.0%,39.5%,43.2%,47.6%,31.8%,80.0%,15.0%,22.5%,50.0%,30.0%,10.0%,0.0%,17
Qinwen Zheng,2022 Australian Open R64,L vsSakkari,23.6%,36.1%,32.1%,31.1%,51.1%,45.2%,61.1%,63.0%,100.0%,12.0%,12.0%,13.6%,25.0%,22.2%,33.3%,-14
Qinwen Zheng,2022 Melbourne 1 SF,L vsHalep,18.5%,26.2%,45.8%,25.7%,37.1%,57.7%,44.4%,41.2%,66.7%,12.0%,16.0%,31.8%,9.1%,57.1%,0.0%,-4
Qinwen Zheng,2021 W60 Stare Splavy F,W vsKrunic,30.4%,43.5%,46.5%,45.2%,64.5%,58.8%,73.3%,43.8%,66.7%,21.2%,30.3%,38.5%,30.8%,80.0%,100.0%,55
Elena Rybakina,2025 Montreal SF,L vsMboko,18.9%,33.3%,43.8%,27.6%,39.7%,40.5%,52.0%,30.3%,25.0%,9.6%,26.9%,46.8%,37.5%,35.7%,66.7%,-81
Elena Rybakina,2025 Montreal R32,W vsCristian,31.4%,66.7%,68.6%,46.4%,82.1%,80.0%,58.3%,62.5%,-,13.0%,47.8%,60.0%,22.2%,57.1%,0.0%,-104
Elena Rybakina,2025 Montreal R64,W vsBaptiste,43.1%,55.2%,60.0%,56.3%,71.9%,64.3%,35.0%,41.7%,-,30.4%,39.1%,56.3%,37.5%,66.7%,100.0%,35
Elena Rybakina,2025 Washington R16,W vsMboko,42.4%,55.9%,36.4%,51.4%,65.7%,35.3%,60.0%,50.0%,0.0%,30.4%,43.5%,37.5%,25.0%,60.0%,100.0%,-54
Elena Rybakina,2025 Wimbledon R128,W vsAvanesyan,36.4%,51.5%,42.5%,56.3%,71.9%,42.9%,50.0%,50.0%,66.7%,18.8%,34.4%,42.3%,21.4%,83.3%,83.3%,-33
Elena Rybakina,2025 Berlin QF,L vsSabalenka,33.9%,47.7%,41.4%,39.4%,60.6%,55.0%,59.3%,64.1%,60.0%,26.8%,29.3%,23.3%,15.0%,66.7%,0.0%,-48
Elena Rybakina,2025 Roland Garros R16,L vsSwiatek,21.7%,38.6%,47.5%,36.8%,60.5%,54.2%,64.7%,57.1%,33.3%,9.8%,22.0%,43.2%,15.8%,81.8%,66.7%,-22
Elena Rybakina,2025 Roland Garros R32,W vsOstapenko,37.5%,50.0%,53.8%,50.0%,65.0%,60.0%,37.5%,50.0%,100.0%,33.3%,45.8%,50.0%,0.0%,72.7%,100.0%,68
Elena Rybakina,2025 Roland Garros R64,W vsJovic,31.6%,40.4%,52.6%,40.0%,51.4%,47.6%,18.8%,31.6%,0.0%,19.0%,23.8%,58.8%,10.0%,72.7%,-,-49
Elena Rybakina,2025 Strasbourg F,W vsSamsonova,35.8%,42.5%,40.9%,49.2%,57.1%,43.8%,35.5%,62.5%,0.0%,17.1%,22.0%,38.2%,0.0%,79.2%,100.0%,-48
Elena Rybakina,2025 Strasbourg QF,W vsLinette,38.1%,54.0%,60.5%,44.7%,63.2%,66.7%,33.3%,70.0%,-,29.2%,41.7%,52.9%,10.0%,64.3%,100.0%,-56
Elena Rybakina,2025 Rome R32,L vsAndreescu,21.1%,31.6%,42.9%,23.1%,42.3%,45.0%,23.1%,46.2%,0.0%,21.4%,25.0%,40.9%,15.4%,60.0%,33.3%,13
Elena Rybakina,2025 Madrid R64,W vsAndreescu,37.1%,48.4%,50.0%,44.4%,61.1%,65.0%,25.0%,60.0%,66.7%,28.0%,32.0%,33.3%,25.0%,46.2%,-,-57
Elena Rybakina,2025 BJK Cup RR,W vsLizarazo,36.8%,57.9%,62.5%,56.3%,81.3%,57.1%,50.0%,62.5%,-,22.7%,40.9%,64.7%,0.0%,46.2%,-,-104
Elena Rybakina,2025 Miami R64,L vsKrueger,39.2%,45.9%,60.0%,46.5%,48.8%,65.2%,53.8%,64.7%,0.0%,34.6%,50.0%,52.9%,42.9%,52.6%,100.0%,91
Elena Rybakina,2025 Indian Wells R16,L vsAndreeva,10.9%,18.2%,37.8%,17.2%,27.6%,41.7%,56.3%,38.5%,50.0%,4.5%,9.1%,33.3%,0.0%,41.7%,50.0%,-73
Elena Rybakina,2025 Dubai SF,L vsAndreeva,18.9%,37.8%,52.9%,25.5%,47.3%,56.1%,48.0%,56.7%,25.0%,9.4%,25.0%,48.3%,0.0%,42.1%,50.0%,-20
Elena Rybakina,2025 Dubai QF,W vsKenin,41.7%,55.6%,51.3%,52.1%,70.8%,52.2%,52.2%,64.0%,100.0%,23.8%,28.6%,50.0%,11.1%,50.0%,0.0%,47
Elena Rybakina,2025 Dubai R16,W vsBadosa,23.4%,35.0%,50.5%,32.2%,47.1%,52.5%,53.7%,54.3%,83.3%,9.5%,16.7%,47.4%,12.5%,84.6%,100.0%,-27
Elena Rybakina,2025 Doha QF,L vsSwiatek,24.2%,39.4%,41.7%,30.2%,48.8%,53.3%,31.6%,54.2%,33.3%,14.3%,23.8%,22.2%,27.3%,90.0%,100.0%,1
Elena Rybakina,2025 Doha R16,W vsSramkova,32.1%,50.0%,55.6%,40.0%,66.7%,83.3%,33.3%,55.6%,50.0%,25.0%,33.3%,27.8%,9.1%,92.3%,-,-11
Elena Rybakina,2025 Doha R32,W vsStearns,26.4%,37.7%,51.5%,38.5%,53.8%,68.8%,53.3%,81.8%,100.0%,19.0%,28.6%,35.3%,28.6%,64.3%,100.0%,52
Elena Rybakina,2025 Abu Dhabi SF,L vsBencic,27.3%,43.2%,45.9%,31.4%,51.0%,54.3%,55.6%,83.3%,100.0%,23.5%,35.3%,34.6%,25.0%,90.9%,100.0%,-6
Elena Rybakina,2025 Australian Open R16,L vsKeys,34.1%,49.4%,38.0%,53.2%,72.3%,45.5%,48.1%,60.0%,0.0%,12.5%,25.0%,32.1%,10.0%,59.1%,75.0%,2
Elena Rybakina,2025 Australian Open R64,W vsJovic,24.6%,37.7%,56.1%,43.3%,56.7%,52.9%,41.2%,46.2%,100.0%,7.7%,23.1%,58.3%,10.0%,56.3%,66.7%,-44
Elena Rybakina,2025 Australian Open R128,W vsJones,40.0%,62.5%,54.2%,65.2%,78.3%,37.5%,30.0%,61.5%,100.0%,5.9%,41.2%,62.5%,22.2%,62.5%,-,-104
Elena Rybakina,2025 United Cup SF,L vsSwiatek,20.0%,31.8%,49.3%,26.3%,43.9%,47.6%,60.0%,43.8%,60.0%,7.4%,7.4%,52.0%,18.2%,50.0%,33.3%,-61
Elena Rybakina,2024 Riyadh Finals RR,L vsPaolini,31.4%,38.6%,46.8%,44.4%,52.8%,45.0%,42.1%,47.1%,100.0%,18.2%,24.2%,48.1%,0.0%,69.6%,100.0%,-68
Elena Rybakina,2024 Riyadh Finals RR,L vsZheng,35.4%,43.4%,41.3%,43.6%,52.7%,38.7%,38.5%,75.9%,75.0%,25.6%,32.6%,43.8%,11.1%,72.0%,100.0%,-76
Elena Rybakina,2024 Riyadh Finals RR,W vsSabalenka,36.6%,49.3%,56.1%,53.5%,67.4%,60.0%,38.1%,54.5%,0.0%,12.5%,25.0%,52.4%,0.0%,42.9%,50.0%,5
Elena Rybakina,2024 US Open R128,W vsAiava,32.9%,44.7%,52.3%,47.4%,63.2%,60.0%,35.0%,27.8%,50.0%,22.6%,32.3%,45.8%,16.7%,73.7%,100.0%,93
Elena Rybakina,2024 Wimbledon SF,L vsKrejcikova,25.9%,37.6%,46.7%,32.7%,53.1%,51.5%,27.3%,55.6%,50.0%,18.2%,18.2%,40.7%,6.7%,55.6%,50.0%,-3
Elena Rybakina,2024 Wimbledon QF,W vsSvitolina,29.4%,49.0%,57.1%,50.0%,73.1%,69.2%,66.7%,64.3%,100.0%,8.3%,25.0%,50.0%,18.2%,61.5%,-,-56
Elena Rybakina,2024 Wimbledon R16,W vsKalinskaya,36.6%,48.8%,40.0%,61.9%,76.2%,62.5%,71.4%,35.7%,33.3%,10.5%,21.1%,29.4%,20.0%,55.6%,-,-43
Elena Rybakina,2024 Wimbledon R32,W vsWozniacki,40.0%,51.1%,56.5%,51.6%,67.7%,60.0%,69.2%,27.8%,100.0%,20.0%,20.0%,50.0%,40.0%,20.0%,-,46
Elena Rybakina,2024 Wimbledon R128,W vsRuse,31.7%,56.1%,66.7%,41.7%,75.0%,85.7%,50.0%,50.0%,100.0%,23.1%,38.5%,40.0%,16.7%,42.9%,-,84
Elena Rybakina,2024 Berlin R16,W vsKudermetova,40.3%,48.4%,48.6%,55.0%,67.5%,50.0%,40.0%,12.0%,0.0%,15.0%,15.0%,47.1%,25.0%,62.5%,-,6
Elena Rybakina,2024 Roland Garros QF,L vsPaolini,25.3%,34.5%,37.1%,32.8%,44.8%,38.5%,41.7%,52.9%,44.4%,11.5%,15.4%,34.8%,0.0%,66.7%,100.0%,0
Elena Rybakina,2024 Roland Garros R16,W vsSvitolina,27.1%,35.4%,52.9%,42.3%,57.7%,60.0%,60.0%,50.0%,50.0%,9.5%,9.5%,47.4%,7.7%,87.5%,100.0%,-49
Elena Rybakina,2024 Roland Garros R32,W vsMertens,24.1%,42.6%,56.4%,30.6%,52.8%,64.0%,33.3%,11.1%,0.0%,12.5%,25.0%,42.9%,14.3%,100.0%,-,9
Elena Rybakina,2024 Madrid SF,L vsSabalenka,28.3%,38.7%,54.8%,35.4%,47.7%,54.8%,38.7%,52.9%,60.0%,18.4%,26.3%,54.8%,14.3%,75.0%,100.0%,-16
Elena Rybakina,2024 Madrid R16,W vsBejlek,17.4%,24.6%,47.4%,21.7%,30.4%,50.0%,69.6%,56.5%,28.6%,8.7%,13.0%,42.9%,50.0%,53.8%,60.0%,-104
Elena Rybakina,2024 Stuttgart F,W vsKostyuk,25.9%,43.1%,61.0%,35.1%,54.1%,70.8%,62.5%,57.1%,50.0%,10.5%,26.3%,47.1%,18.2%,25.0%,0.0%,-9
Elena Rybakina,2024 Stuttgart SF,W vsSwiatek,27.6%,41.0%,47.9%,35.9%,50.0%,51.2%,67.6%,30.0%,60.0%,16.7%,30.6%,43.3%,40.0%,76.2%,100.0%,43
Elena Rybakina,2024 Miami F,L vsCollins,35.5%,48.4%,42.5%,45.5%,57.6%,44.4%,52.6%,42.9%,0.0%,24.1%,37.9%,40.9%,11.1%,65.0%,80.0%,-104
Elena Rybakina,2024 Miami SF,W vsAzarenka,38.1%,47.6%,42.9%,53.1%,67.3%,60.9%,45.8%,56.0%,33.3%,18.8%,21.9%,26.9%,0.0%,61.1%,-,0
Elena Rybakina,2024 Miami QF,W vsSakkari,36.5%,52.9%,50.8%,41.9%,66.1%,61.1%,46.2%,44.4%,75.0%,32.4%,37.8%,36.0%,5.3%,50.0%,0.0%,40
