Player,Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
Elina Svitolina,2019 Wuhan QF,L vsRiske Amritraj,81.8%,40.0%,3.6%,1/1,2.51,0.0%,84.8%,43.6%,4.3%,2.47,0.0%,85.7%,16.7%,0.0%,2.55,0.0%
Elina Svitolina,2019 Wuhan R16,W vsKuznetsova,75.4%,57.1%,3.1%,2/0,2.61,14.3%,75.7%,50.0%,5.4%,2.44,20.8%,91.3%,66.7%,0.0%,2.99,0.0%
Elina Svitolina,2019 Guangzhou R16,L vsBouzkova,73.3%,33.3%,8.9%,0/4,2.45,6.1%,74.2%,26.1%,6.5%,2.20,15.0%,71.4%,50.0%,14.3%,2.62,0.0%
Elina Svitolina,2019 US Open SF,L vsWilliams,66.7%,34.4%,6.3%,1/2,2.75,2.3%,60.7%,23.5%,3.6%,2.76,3.8%,78.9%,46.7%,10.5%,2.72,0.0%
Elina Svitolina,2019 US Open QF,W vsKonta,71.9%,60.9%,1.6%,1/0,2.93,8.9%,73.2%,56.7%,0.0%,2.86,16.1%,72.7%,68.8%,4.5%,3.02,0.0%
Elina Svitolina,2019 US Open R16,W vsKeys,73.9%,45.1%,1.4%,1/0,2.69,6.3%,66.0%,38.7%,2.1%,2.45,8.7%,95.2%,55.0%,0.0%,3.32,0.0%
Elina Svitolina,2019 US Open R128,W vsOsuigwe,75.4%,58.1%,7.0%,1/3,2.17,9.3%,89.2%,54.5%,8.1%,2.00,16.7%,83.3%,70.0%,8.3%,2.38,0.0%
Elina Svitolina,2019 Cincinnati R16,L vsKenin,81.2%,41.5%,2.0%,2/0,2.67,7.1%,85.0%,29.4%,1.7%,2.48,20.0%,91.2%,61.3%,2.9%,2.77,0.0%
Elina Svitolina,2019 Toronto  QF,L vsKenin,80.9%,42.1%,6.4%,5/1,2.82,15.2%,82.1%,36.4%,1.5%,2.58,26.9%,95.5%,57.1%,22.7%,3.14,0.0%
Elina Svitolina,2019 Toronto  R16,W vsBencic,79.4%,53.7%,13.2%,8/1,2.55,16.2%,88.9%,55.0%,8.9%,2.18,31.6%,87.5%,50.0%,31.3%,2.94,0.0%
Elina Svitolina,2019 Wimbledon SF,L vsHalep,86.7%,34.6%,3.3%,2/0,2.44,6.4%,88.1%,29.7%,2.4%,2.29,9.7%,100.0%,46.7%,6.7%,2.73,0.0%
Elina Svitolina,2019 Wimbledon QF,W vsMuchova,90.0%,54.0%,2.9%,2/0,2.76,30.9%,87.0%,55.0%,0.0%,2.47,58.6%,100.0%,52.2%,8.7%,3.07,0.0%
Elina Svitolina,2019 Wimbledon R16,W vsMartic,78.9%,57.7%,2.2%,1/1,2.17,15.4%,75.0%,52.4%,0.0%,2.26,22.6%,93.5%,65.5%,6.5%,2.04,4.8%
Elina Svitolina,2019 Wimbledon R32,W vsSakkari,81.3%,48.6%,4.4%,1/3,2.58,13.0%,82.7%,46.5%,1.9%,2.41,18.5%,93.9%,51.6%,9.1%,2.99,0.0%
Elina Svitolina,2019 Wimbledon R64,W vsGasparyan,84.7%,41.0%,2.8%,2/0,2.16,30.3%,84.1%,37.8%,4.5%,2.26,40.4%,96.0%,45.8%,0.0%,1.86,0.0%
Elina Svitolina,2019 Wimbledon R128,W vsSaville,72.3%,50.0%,8.5%,4/0,2.49,13.2%,83.9%,42.3%,3.2%,2.45,20.0%,72.7%,75.0%,27.3%,2.58,0.0%
Elina Svitolina,2019 Birmingham R32,L vsGasparyan,73.6%,48.4%,4.6%,3/1,2.64,32.2%,78.6%,43.2%,5.4%,2.57,46.2%,80.0%,60.0%,4.0%,2.79,5.0%
Elina Svitolina,2019 Roland Garros R128,W vsWilliams,69.1%,81.6%,7.3%,2/2,2.47,0.0%,68.4%,84.6%,0.0%,2.40,0.0%,100.0%,75.0%,33.3%,2.55,0.0%
Elina Svitolina,2019 Rome R32,L vsAzarenka,83.8%,53.7%,6.3%,2/3,2.70,5.3%,85.7%,47.6%,2.0%,2.82,7.5%,92.6%,64.0%,14.8%,2.42,0.0%
Elina Svitolina,2019 Miami R64,L vsWang,73.7%,50.0%,5.3%,2/1,2.08,0.0%,73.0%,44.4%,2.7%,2.00,0.0%,78.9%,60.0%,10.5%,2.20,0.0%
Elina Svitolina,2019 Indian Wells SF,L vsAndreescu,78.8%,56.4%,6.1%,3/3,2.34,1.4%,81.8%,55.6%,1.8%,2.19,2.5%,80.5%,57.6%,12.2%,2.52,0.0%
Elina Svitolina,2019 Indian Wells QF,W vsVondrousova,85.6%,48.1%,3.3%,0/3,2.36,18.4%,86.8%,47.8%,0.0%,2.41,25.8%,96.9%,48.4%,9.4%,2.24,0.0%
Elina Svitolina,2019 Indian Wells R16,W vsBarty,80.8%,49.2%,0.7%,1/0,2.39,26.5%,80.7%,40.8%,0.0%,2.37,33.9%,91.1%,60.8%,1.8%,2.41,16.3%
Elina Svitolina,2019 Indian Wells R64,W vsKenin,81.2%,43.2%,2.6%,0/3,2.39,5.5%,86.5%,32.8%,0.0%,2.55,8.9%,79.5%,64.5%,7.7%,2.11,0.0%
Elina Svitolina,2019 Dubai SF,L vsBencic,73.8%,44.1%,6.3%,2/3,2.33,18.2%,75.9%,53.7%,3.7%,2.29,27.9%,90.0%,22.2%,15.0%,2.42,0.0%
Elina Svitolina,2019 Dubai QF,W vsSuarez Navarro,91.1%,56.9%,10.7%,4/2,2.72,17.4%,97.1%,50.0%,5.7%,2.57,34.8%,89.5%,70.6%,21.1%,2.87,0.0%
Elina Svitolina,2019 Dubai R16,W vsMuguruza,88.2%,60.0%,3.9%,0/2,3.23,0.0%,90.0%,66.7%,3.3%,3.00,0.0%,94.7%,50.0%,5.3%,3.47,0.0%
Elina Svitolina,2019 Doha SF,L vsHalep,82.0%,46.3%,2.0%,2/0,2.59,3.8%,85.9%,41.8%,1.6%,2.72,6.8%,79.4%,55.6%,2.9%,2.42,0.0%
Elina Svitolina,2019 Doha QF,W vsMuchova,86.2%,50.0%,1.5%,1/0,2.56,35.1%,87.9%,41.4%,0.0%,2.58,52.0%,87.1%,59.3%,3.2%,2.54,0.0%
Elina Svitolina,2019 Australian Open QF,L vsOsaka,63.0%,64.7%,1.9%,0/1,2.62,2.5%,57.6%,63.2%,0.0%,2.45,4.3%,71.4%,66.7%,4.8%,2.84,0.0%
Elina Svitolina,2019 Australian Open R16,W vsKeys,78.1%,52.0%,7.8%,4/1,2.78,6.6%,77.3%,52.9%,4.5%,2.67,9.5%,84.2%,50.0%,15.8%,3.02,0.0%
Elina Svitolina,2019 Australian Open R32,W vsZhang,82.2%,51.5%,0.0%,0/0,2.66,1.2%,85.1%,50.0%,0.0%,2.54,2.1%,79.3%,56.5%,0.0%,2.82,0.0%
Elina Svitolina,2019 Australian Open R64,W vsHruncakova,77.4%,46.3%,11.3%,1/5,2.99,11.8%,86.2%,44.0%,10.3%,2.79,21.1%,84.2%,50.0%,15.8%,3.25,0.0%
Elina Svitolina,2019 Australian Open R128,W vsGolubic,84.8%,61.5%,8.7%,2/2,2.50,13.5%,85.3%,62.1%,8.8%,2.47,18.2%,90.9%,60.0%,9.1%,2.55,6.7%
Elina Svitolina,2018 Singapore F,W vsStephens,86.7%,52.9%,0.0%,0/0,2.52,14.1%,87.3%,53.2%,0.0%,2.50,22.7%,92.0%,52.2%,0.0%,2.54,0.0%
Elina Svitolina,2018 Singapore SF,W vsBertens,75.0%,43.6%,6.7%,6/1,2.59,9.6%,72.6%,40.0%,1.6%,2.72,16.7%,89.2%,48.5%,16.2%,2.41,0.0%
Elina Svitolina,2018 Singapore RR,W vsPliskova,80.0%,51.7%,8.0%,3/3,2.83,6.2%,76.0%,44.7%,4.0%,2.88,12.1%,91.7%,63.6%,16.7%,2.78,0.0%
Elina Svitolina,2018 Singapore RR,W vsKvitova,75.9%,50.0%,8.6%,1/4,2.90,2.4%,81.3%,53.8%,6.3%,2.84,4.0%,94.7%,44.4%,15.8%,3.00,0.0%
Elina Svitolina,2018 Singapore RR,W vsWozniacki,81.0%,46.9%,0.0%,0/0,2.67,14.3%,80.6%,40.0%,0.0%,2.56,22.9%,81.6%,58.1%,0.0%,2.87,0.0%
Elina Svitolina,2018 Wuhan R32,L vsSabalenka,76.5%,43.5%,12.3%,6/4,2.56,6.9%,77.8%,31.4%,4.4%,2.64,9.7%,81.8%,59.3%,24.2%,2.47,3.7%
Elina Svitolina,2018 US Open R16,L vsSevastova,83.6%,43.1%,3.3%,1/1,2.43,7.8%,80.0%,43.8%,2.5%,2.56,11.1%,90.5%,42.1%,4.8%,2.12,0.0%
Elina Svitolina,2018 US Open R64,W vsMaria,76.4%,64.3%,5.5%,1/2,2.57,79.4%,77.4%,62.5%,3.2%,2.21,75.0%,78.3%,66.7%,8.7%,3.09,85.7%
Elina Svitolina,2018 Cincinnati QF,L vsBertens,68.3%,53.5%,3.2%,0/2,2.85,7.8%,62.5%,55.0%,6.3%,2.86,11.1%,82.1%,52.2%,0.0%,2.84,0.0%
Elina Svitolina,2018 Montreal SF,L vsStephens,79.3%,44.6%,1.2%,1/0,2.51,16.3%,89.5%,41.2%,1.8%,2.43,29.2%,73.7%,57.1%,0.0%,2.61,0.0%
Elina Svitolina,2018 Montreal QF,W vsMertens,83.1%,53.1%,5.1%,2/1,2.50,15.2%,85.7%,50.0%,5.7%,2.44,25.0%,95.0%,57.9%,5.0%,2.59,0.0%
Elina Svitolina,2018 Birmingham QF,L vsBuzarnescu,65.3%,40.6%,4.1%,0/2,2.87,23.1%,60.7%,47.1%,0.0%,2.88,32.1%,71.4%,33.3%,9.5%,2.84,0.0%
Elina Svitolina,2018 Roland Garros R32,L vsBuzarnescu,74.6%,46.0%,9.0%,5/1,2.63,15.3%,73.9%,44.1%,4.3%,2.61,25.7%,88.9%,50.0%,22.2%,2.67,0.0%
Elina Svitolina,2018 Roland Garros R64,W vsHruncakova,69.6%,54.2%,8.7%,1/5,2.60,6.7%,73.3%,50.0%,6.7%,2.28,11.1%,83.9%,57.7%,12.9%,3.08,0.0%
Elina Svitolina,2018 Rome F,W vsHalep,77.4%,58.5%,1.9%,1/0,2.22,0.0%,80.0%,60.7%,0.0%,2.14,0.0%,81.3%,53.8%,6.3%,2.34,0.0%
Elina Svitolina,2018 Rome SF,W vsKontaveit,73.3%,59.1%,1.7%,1/0,2.83,2.8%,73.0%,55.6%,2.7%,2.94,4.2%,85.0%,64.7%,0.0%,2.60,0.0%
Elina Svitolina,2018 Rome R16,W vsKasatkina,84.0%,55.6%,2.7%,1/1,2.42,11.7%,88.9%,54.2%,1.9%,2.57,18.4%,88.2%,60.0%,5.9%,2.17,0.0%
Elina Svitolina,2018 Madrid R32,L vsSuarez Navarro,79.8%,52.5%,2.4%,1/2,2.35,11.4%,84.4%,47.4%,1.1%,2.28,16.7%,69.7%,69.6%,6.1%,2.51,0.0%
Elina Svitolina,2018 Miami R64,W vsOsaka,74.0%,59.3%,4.1%,1/2,1.97,0.0%,74.4%,53.1%,2.3%,1.84,0.0%,84.6%,68.2%,7.7%,2.22,0.0%
Elina Svitolina,2018 Dubai F,W vsKasatkina,83.6%,56.5%,1.8%,0/1,2.77,7.0%,88.6%,59.0%,0.0%,2.76,12.5%,77.8%,42.9%,11.1%,2.77,0.0%
Elina Svitolina,2018 Australian Open QF,L vsMertens,74.0%,40.5%,8.0%,1/3,2.42,9.8%,78.8%,42.3%,6.1%,2.36,21.1%,73.3%,36.4%,13.3%,2.47,0.0%
Elina Svitolina,2018 Australian Open R32,W vsKostyuk,68.5%,56.8%,7.4%,2/2,2.45,26.3%,81.0%,29.4%,9.5%,2.61,38.5%,83.3%,80.0%,8.3%,2.12,0.0%
Elina Svitolina,2018 Australian Open R64,W vsSiniakova,82.7%,53.1%,4.1%,1/3,2.52,6.3%,86.5%,51.1%,1.9%,2.51,12.5%,90.0%,55.6%,7.5%,2.53,0.0%
Elina Svitolina,2018 Brisbane F,W vsSasnovich,71.2%,64.3%,3.4%,1/1,2.76,4.5%,89.7%,69.2%,3.4%,2.99,9.1%,61.5%,56.3%,3.8%,2.53,0.0%
Elina Svitolina,2018 Brisbane SF,W vsPliskova,68.7%,64.9%,2.4%,2/0,2.26,9.6%,68.1%,53.1%,2.1%,2.22,12.8%,75.8%,80.0%,3.0%,2.37,0.0%
Elina Svitolina,2018 Brisbane R16,W vsKonjuh,67.3%,63.6%,8.2%,1/3,2.57,8.6%,72.0%,50.0%,4.0%,1.91,18.8%,78.9%,80.0%,15.8%,3.16,0.0%
Elina Svitolina,2018 Brisbane R32,W vsSuarez Navarro,80.7%,58.7%,3.5%,1/1,2.28,32.7%,82.4%,42.9%,0.0%,2.27,56.5%,78.3%,83.3%,8.7%,2.29,11.5%
Elina Svitolina,2017 Singapore RR,W vsHalep,88.0%,40.9%,0.0%,0/0,2.15,2.1%,91.9%,32.4%,0.0%,2.03,3.3%,83.3%,70.0%,0.0%,2.36,0.0%
Elina Svitolina,2017 Hong Kong R32,W vsDiyas,70.9%,57.4%,2.3%,0/2,2.78,2.7%,76.2%,62.5%,1.6%,2.60,4.3%,76.5%,38.5%,5.9%,3.09,0.0%
Elina Svitolina,2017 Beijing R16,W vsVesnina,81.1%,58.9%,5.6%,3/2,2.52,15.6%,79.2%,52.4%,1.9%,2.53,26.9%,91.2%,67.7%,11.8%,2.52,0.0%
Elina Svitolina,2017 Beijing R32,W vsBarty,73.4%,58.6%,2.5%,2/0,2.54,42.9%,66.7%,47.1%,0.0%,2.33,37.5%,96.0%,75.0%,8.0%,2.83,50.0%
Elina Svitolina,2017 US Open R16,L vsKeys,76.3%,55.4%,8.2%,4/4,2.45,13.6%,70.2%,50.0%,5.3%,2.51,22.5%,87.2%,61.8%,12.8%,2.36,0.0%
Elina Svitolina,2017 Toronto F,W vsWozniacki,80.0%,67.5%,0.0%,0/0,1.91,7.1%,78.6%,63.6%,0.0%,1.84,15.0%,100.0%,72.2%,0.0%,1.99,0.0%
Elina Svitolina,2017 Toronto SF,W vsHalep,88.5%,60.9%,1.9%,1/0,2.19,0.0%,91.4%,62.5%,0.0%,2.30,0.0%,100.0%,57.1%,7.1%,2.06,0.0%
Elina Svitolina,2017 Toronto QF,W vsMuguruza,78.3%,56.9%,4.3%,1/3,2.43,4.8%,77.6%,51.1%,1.7%,2.39,9.7%,87.1%,66.7%,9.7%,2.47,0.0%
Elina Svitolina,2017 Toronto R32,W vsKasatkina,87.3%,62.3%,5.1%,2/2,2.53,9.3%,92.3%,60.4%,1.9%,2.41,17.1%,84.0%,66.7%,12.0%,2.68,0.0%
Elina Svitolina,2017 Wimbledon R16,L vsOstapenko,75.0%,52.0%,13.0%,6/7,2.63,1.8%,78.3%,40.4%,5.0%,2.52,4.0%,87.5%,71.4%,31.3%,2.73,0.0%
Elina Svitolina,2017 Wimbledon R32,W vsWitthoeft,76.9%,60.0%,6.2%,3/1,2.29,2.6%,84.8%,56.4%,4.3%,2.41,3.7%,78.6%,72.7%,14.3%,2.03,0.0%
Elina Svitolina,2017 Wimbledon R64,W vsSchiavone,61.1%,77.3%,0.0%,0/0,2.25,38.5%,62.5%,70.0%,0.0%,2.32,58.3%,80.0%,83.3%,0.0%,2.20,21.4%
Elina Svitolina,2017 Wimbledon R128,W vsBarty,73.3%,53.0%,2.2%,1/1,2.13,40.8%,68.4%,56.4%,3.5%,1.96,53.5%,90.0%,48.1%,0.0%,2.35,24.2%
Elina Svitolina,2017 Birmingham R16,L vsGiorgi,64.3%,51.9%,8.3%,3/4,2.28,10.8%,66.0%,54.8%,8.5%,2.29,16.7%,74.2%,47.8%,9.7%,2.25,0.0%
Elina Svitolina,2017 Roland Garros QF,L vsHalep,79.6%,47.4%,4.1%,4/0,2.41,1.1%,81.8%,46.0%,2.6%,2.45,1.8%,83.3%,53.3%,11.1%,2.36,0.0%
Elina Svitolina,2017 Roland Garros R16,W vsMartic,74.0%,50.9%,1.3%,0/1,2.14,2.4%,68.6%,42.9%,2.0%,2.31,3.4%,95.7%,63.6%,0.0%,1.75,0.0%
Elina Svitolina,2017 Roland Garros R64,W vsPironkova,78.8%,61.9%,1.3%,0/1,2.48,10.7%,76.6%,52.8%,0.0%,2.55,17.6%,84.4%,74.1%,3.1%,2.37,0.0%
Elina Svitolina,2017 Rome F,W vsHalep,82.3%,56.9%,3.8%,3/0,2.58,0.0%,86.2%,58.0%,0.0%,2.57,0.0%,88.2%,53.3%,17.6%,2.61,0.0%
Elina Svitolina,2017 Rome QF,W vsPliskova,81.0%,56.9%,4.8%,0/3,2.58,8.0%,69.0%,65.0%,3.4%,2.56,14.3%,96.9%,51.6%,6.3%,2.60,0.0%
Elina Svitolina,2017 Istanbul F,W vsMertens,89.3%,58.0%,5.4%,1/2,2.53,2.8%,85.7%,56.7%,2.9%,2.53,4.0%,100.0%,60.0%,10.0%,2.53,0.0%
Elina Svitolina,2017 Fed Cup RR,L vsGoerges,70.4%,49.3%,10.2%,4/6,2.35,26.7%,70.7%,39.0%,10.3%,2.33,34.0%,80.0%,64.3%,11.4%,2.42,0.0%
Elina Svitolina,2017 Fed Cup RR,W vsKerber,82.9%,60.3%,6.6%,1/4,2.39,5.9%,80.0%,54.5%,3.6%,2.26,9.4%,95.0%,73.7%,15.0%,2.61,0.0%
Elina Svitolina,2017 Dubai F,W vsWozniacki,82.4%,52.5%,1.4%,1/0,2.51,2.4%,85.7%,54.8%,0.0%,2.38,3.8%,90.5%,47.4%,4.8%,2.73,0.0%
Elina Svitolina,2017 Dubai R16,W vsMcHale,81.3%,53.8%,3.1%,3/0,2.35,10.6%,83.3%,56.0%,1.7%,2.31,18.4%,90.3%,50.0%,6.5%,2.41,0.0%
Elina Svitolina,2017 Brisbane SF,L vsPliskova,53.8%,39.3%,7.7%,2/2,2.39,12.5%,42.9%,8.3%,10.7%,2.54,21.1%,76.2%,62.5%,4.8%,2.16,0.0%
Elina Svitolina,2016 Zhuhai SF,W vsKonta,75.7%,52.8%,7.1%,0/5,2.74,3.7%,75.5%,48.6%,0.0%,2.66,5.7%,84.2%,62.5%,26.3%,2.92,0.0%
Elina Svitolina,2016 Zhuhai RR,W vsVesnina,85.2%,50.0%,3.3%,1/1,2.48,13.0%,86.1%,45.2%,2.8%,2.48,20.0%,91.3%,57.1%,4.3%,2.47,0.0%
Elina Svitolina,2016 Beijing R16,W vsKerber,80.6%,51.9%,9.0%,5/1,2.57,1.7%,81.4%,45.7%,4.7%,2.60,3.0%,86.4%,63.2%,18.2%,2.54,0.0%
Elina Svitolina,2016 US Open R32,L vsKvitova,75.0%,45.5%,11.4%,3/2,2.37,0.0%,80.0%,40.0%,4.0%,2.36,0.0%,81.3%,53.8%,25.0%,2.37,0.0%
Elina Svitolina,2016 New Haven F,L vsRadwanska,83.1%,38.9%,3.1%,2/0,2.34,13.2%,87.8%,33.3%,0.0%,2.32,21.2%,94.7%,50.0%,10.5%,2.36,0.0%
Elina Svitolina,2016 Montreal R32,W vsAbanda,79.6%,61.0%,2.9%,2/1,2.66,10.7%,75.9%,54.5%,0.0%,2.55,20.0%,90.5%,68.4%,7.1%,2.80,0.0%
Elina Svitolina,2016 Rome R64,L vsPuig,73.1%,51.5%,4.3%,2/2,2.88,3.4%,67.3%,43.2%,1.8%,2.87,5.9%,83.8%,61.3%,8.1%,2.88,0.0%
Elina Svitolina,2016 Indian Wells R64,W vsBeck,88.2%,46.7%,0.0%,0/0,2.55,2.9%,95.0%,43.9%,0.0%,2.60,4.7%,90.0%,55.6%,0.0%,2.45,0.0%
Elina Svitolina,2016 Australian Open R64,L vsOsaka,86.6%,47.9%,2.4%,2/0,2.44,2.1%,84.1%,37.8%,2.3%,2.41,4.0%,91.9%,58.8%,2.7%,2.48,0.0%
Elina Svitolina,2015 Zhuhai SF,L vsPliskova,68.9%,35.5%,4.4%,1/1,2.59,10.7%,59.3%,18.8%,3.7%,2.59,14.3%,83.3%,53.3%,5.6%,2.59,0.0%
Elina Svitolina,2015 Zhuhai RR,W vsSuarez Navarro,83.2%,55.1%,10.3%,8/3,2.16,16.1%,87.8%,49.2%,2.7%,2.09,21.5%,92.3%,70.8%,34.6%,2.33,3.6%
Elina Svitolina,2015 Cincinnati SF,L vsWilliams,62.0%,45.5%,11.3%,2/6,2.25,2.2%,52.6%,40.0%,7.9%,2.16,4.0%,96.0%,50.0%,20.0%,2.36,0.0%
Elina Svitolina,2015 Cincinnati QF,W vsSafarova,74.4%,57.4%,7.3%,3/3,2.17,3.8%,66.0%,58.1%,8.5%,2.28,6.3%,96.8%,56.7%,6.5%,1.99,0.0%
Elina Svitolina,2015 Cincinnati R16,W vsGarcia,81.6%,65.0%,6.1%,3/0,2.67,0.0%,80.8%,61.9%,7.7%,2.55,0.0%,95.0%,68.4%,5.0%,2.94,0.0%
Elina Svitolina,2015 Cincinnati R64,W vsRiske Amritraj,86.9%,54.8%,1.2%,1/0,2.57,1.7%,93.2%,51.2%,0.0%,2.50,2.7%,88.9%,59.4%,2.8%,2.68,0.0%
Elina Svitolina,2015 Stanford SF,L vsKerber,88.2%,44.4%,7.8%,4/0,2.02,3.1%,84.2%,43.8%,5.3%,2.09,4.8%,100.0%,46.2%,15.4%,1.88,0.0%
Elina Svitolina,2015 Stanford R32,W vsBondarenko,81.3%,50.6%,5.6%,2/4,2.36,6.5%,82.9%,44.8%,2.9%,2.44,10.5%,93.5%,62.1%,12.9%,2.24,0.0%
Elina Svitolina,2015 Wimbledon R128,W vsDoi,80.0%,54.4%,3.5%,3/0,2.28,18.9%,86.0%,55.8%,2.0%,2.24,30.3%,86.2%,52.0%,6.9%,2.34,0.0%
Elina Svitolina,2015 Roland Garros QF,L vsIvanovic,80.0%,34.6%,13.8%,7/2,2.11,0.0%,82.9%,27.6%,17.1%,2.29,0.0%,95.8%,43.5%,12.5%,1.81,0.0%
Elina Svitolina,2015 Roland Garros R16,W vsCornet,82.2%,61.7%,5.5%,4/0,2.22,4.5%,87.8%,67.4%,4.1%,2.20,6.4%,89.5%,47.1%,10.5%,2.27,0.0%
Elina Svitolina,2015 Roland Garros R64,W vsPutintseva,80.2%,50.6%,5.7%,2/4,2.15,7.9%,88.3%,43.4%,0.0%,2.13,5.8%,84.2%,62.5%,15.8%,2.21,12.5%
Elina Svitolina,2015 Rome R64,W vsPennetta,85.5%,56.6%,6.5%,0/4,2.14,5.4%,94.6%,45.7%,2.7%,2.27,10.5%,78.3%,77.8%,13.0%,1.99,0.0%
Elina Svitolina,2015 Marrakech F,W vsBabos,83.8%,47.8%,5.0%,1/3,2.69,5.4%,81.7%,49.0%,1.7%,2.56,8.6%,100.0%,44.4%,16.7%,2.92,0.0%
Elina Svitolina,2015 Indian Wells R16,L vsBacsinszky,80.0%,44.1%,5.9%,1/4,2.12,12.3%,83.7%,46.3%,0.0%,2.03,14.3%,84.4%,40.7%,15.6%,2.32,8.3%
Elina Svitolina,2015 Dubai R32,L vsKvitova,66.7%,61.3%,12.9%,9/3,2.53,1.9%,68.6%,71.4%,5.9%,2.33,2.9%,77.1%,48.1%,25.7%,2.94,0.0%
Elina Svitolina,2015 Brisbane SF,L vsSharapova,69.1%,50.0%,12.7%,2/5,2.38,6.0%,61.1%,50.0%,11.1%,2.44,8.8%,94.1%,50.0%,17.6%,2.24,0.0%
Elina Svitolina,2015 Brisbane QF,W vsKerber,83.3%,48.8%,9.4%,4/5,2.21,3.8%,84.4%,44.4%,0.0%,2.13,7.1%,86.7%,57.7%,30.0%,2.29,0.0%
Elina Svitolina,2015 Brisbane R32,W vsRybarikova,71.9%,70.7%,0.0%,0/0,2.21,28.6%,61.3%,68.4%,0.0%,2.04,41.4%,88.0%,72.7%,0.0%,2.58,0.0%
Elina Svitolina,2014 Osaka SF,L vsStosur,65.3%,53.2%,4.2%,3/0,2.15,10.3%,59.6%,39.3%,0.0%,2.10,10.0%,90.5%,73.7%,14.3%,2.34,11.1%
Elina Svitolina,2014 Wuhan SF,L vsKvitova,56.5%,38.5%,7.2%,0/5,2.57,0.0%,56.8%,33.3%,0.0%,2.58,0.0%,69.2%,44.4%,19.2%,2.56,0.0%
Elina Svitolina,2014 Wuhan QF,W vsKerber,85.9%,54.1%,5.6%,2/2,2.00,4.3%,86.0%,54.1%,2.3%,1.86,7.9%,96.0%,54.2%,12.0%,2.17,0.0%
Elina Svitolina,2014 Tokyo R32,W vsStrycova,83.6%,60.7%,0.0%,0/0,2.43,11.4%,85.0%,52.9%,0.0%,2.53,15.4%,84.6%,72.7%,0.0%,2.16,0.0%
Elina Svitolina,2014 Cincinnati QF,L vsIvanovic,68.1%,43.8%,12.8%,2/4,2.45,2.6%,57.1%,37.5%,14.3%,2.44,5.0%,88.9%,50.0%,11.1%,2.46,0.0%
Elina Svitolina,2014 Cincinnati R32,W vsKvitova,66.2%,55.1%,10.8%,4/4,2.55,0.0%,71.8%,50.0%,2.6%,2.53,0.0%,80.8%,61.9%,26.9%,2.58,0.0%
Elina Svitolina,2014 Baku QF,W vsParmentier,73.0%,63.0%,9.5%,4/2,2.38,1.7%,63.3%,63.2%,3.3%,2.31,2.9%,90.0%,63.0%,16.7%,2.48,0.0%
Elina Svitolina,2014 Istanbul QF,L vsKonjuh,64.9%,46.0%,7.8%,3/2,2.32,7.7%,58.1%,52.0%,4.7%,2.55,14.8%,89.3%,40.0%,14.3%,2.07,0.0%
Elina Svitolina,2014 Roland Garros R64,L vsIvanovic,77.8%,47.6%,24.1%,6/7,2.25,4.1%,84.2%,46.9%,10.5%,2.33,8.3%,62.5%,50.0%,56.3%,2.17,0.0%
Elina Svitolina,2014 Indian Wells R64,L vsIvanovic,69.4%,45.2%,5.0%,5/1,2.17,2.7%,68.8%,35.8%,3.9%,2.24,5.0%,86.1%,61.3%,8.3%,2.09,0.0%
Elina Svitolina,2014 Fed Cup RR,L vsHalep,73.7%,55.4%,6.6%,4/1,2.77,0.0%,76.5%,53.8%,3.9%,2.74,0.0%,81.0%,58.8%,14.3%,2.82,0.0%
Elina Svitolina,2014 Australian Open R32,L vsStephens,75.0%,47.9%,3.1%,1/1,2.37,19.6%,72.7%,40.6%,0.0%,2.32,31.0%,80.0%,62.5%,10.0%,2.44,0.0%
Elina Svitolina,2014 Brisbane R32,W vsLepchenko,68.4%,69.2%,7.0%,2/2,2.39,0.0%,64.5%,65.0%,3.2%,2.10,0.0%,90.5%,73.7%,14.3%,2.79,0.0%
Elina Svitolina,2013 Tournament of Champions RR,L vsHalep,55.6%,56.0%,11.1%,4/1,2.38,2.7%,57.7%,46.7%,7.7%,2.09,4.5%,76.9%,70.0%,23.1%,2.79,0.0%
Ekaterina Alexandrova,2025 Hamburg R32,W vsVedder,80.4%,61.0%,0.0%,0/0,2.26,21.7%,80.6%,56.0%,0.0%,2.35,38.5%,100.0%,68.8%,0.0%,2.14,0.0%
Ekaterina Alexandrova,2025 Bad Homburg QF,L vsSwiatek,61.0%,46.8%,10.4%,5/3,2.62,12.0%,56.8%,44.0%,4.5%,2.39,17.2%,75.9%,50.0%,20.7%,2.96,4.8%
Ekaterina Alexandrova,2025 s Hertogenbosch SF,L vsMertens,65.0%,51.3%,5.8%,4/3,2.25,12.1%,63.0%,65.2%,4.1%,2.07,25.0%,86.5%,31.3%,10.8%,2.44,0.0%
Ekaterina Alexandrova,2025 Stuttgart R16,W vsAndreeva,68.0%,70.6%,6.0%,1/2,1.80,13.8%,54.2%,61.5%,0.0%,1.69,22.2%,87.5%,76.2%,12.5%,1.97,0.0%
Ekaterina Alexandrova,2025 Stuttgart R32,W vsSamsonova,62.3%,55.3%,9.8%,1/5,2.59,0.0%,60.0%,55.6%,6.7%,2.98,0.0%,87.0%,55.0%,17.4%,1.95,0.0%
